,NFT,OWNER,NAME,BATCH,ACTIVE,REP
117,EQB_bgWC8UTK5Jgg8mFUXlcnJo9sNNTOVXONnCYcFDglu8C8,0:4985414090ae2e720412f00ff9fc72f083fa86fec866c1ca14e8cb879a03db79,TONNEL Relayer #117,Bronze,Yes,5.0
118,EQDFD9Laf3vE2xhJv3OGUie_x5UfsToPfEAPmqc35YAwDacI,0:dbc9753c9fac45a1cf765fdcfa38f5d6b5c0f6a8af6917ba5ece58385a2f0b36,TONNEL Relayer #118,Bronze,No,5.0
119,EQDMlsy-y0aXxHHhY_ZwlfDiy0f1bSWL52OIYlmNHChUNvz7,0:44096e25b6db5d1293569c9540973c9d9e0701fcc11f99c6672aab5534eccd6b,TONNEL Relayer #119,Bronze,Yes,245.41666666666757
120,EQDmpzQFpknUfpWyyQV2Ij2QidjXv10jB8hhMUlP28ytaaaS,0:d70c214b5e0893ae319235506ebca3d955894f9f727fbbdeb1c4b6acdffca845,TONNEL Relayer #120,Bronze,No,5.0
121,EQBVNwp1N3yavIIU22EMGfM3bbxjP--fC7pnvpsJeHhvzsUJ,0:f6b0e14286fb4b32a3b4b96d1c37fa8b563ee678c29428d5194032c1e839a94d,TONNEL Relayer #121,Bronze,No,7.142857142857143
122,EQARDLKZ_tfUrWh2be7BRgQbbD6wEuzPZoK1JE0kN2vu7klb,0:1afc7b9b6b86ba888520b83f7ae7d6fc6021d6fc2dbe16e2a3293aacca03f234,TONNEL Relayer #122,Bronze,No,9.095238095238097
123,EQDJCGRY1DgSugCrspmQunTzFUNuex9hWKnRiStFqvaB-244,0:3d13dd752845229564474d6cd2cebc8033b6e365d692b61f86465d54f92a367f,TONNEL Relayer #123,Bronze,No,5.0
124,EQC3HQcToUHwjYwmPxB5vYuCpapNgrlDN2S4JYs2aEX9XqgE,0:b63eba248d21bc113bfecd49aaa057e3b037891574855b4422c07f71fb841fd1,TONNEL Relayer #124,Bronze,Yes,48.333333333333314
125,EQA32pNp3TEUtCiY5PhgFgo8pZieeIuFYKrNFTzNR-HkFhr5,0:f3d1969edb68a21ff5a697bfafc219ee393de8e362d31d85c1cfc33376ef1f0b,TONNEL Relayer #125,Bronze,Yes,5.0
126,EQBflyM6dxPfrkwjas9ELTKGlwvEHbgXvq6YZ0yAEgdMnWiw,0:6e9092d50e167b95d85dce648f06007cd33d3894b0b2f6864f459f561317d75f,TONNEL Relayer #126,Bronze,Yes,5.0
127,EQB0Pa9UcxJ0pahYhtc8MZuoYThY0N7p5uEu-bATZfEftqa3,0:283aabccb834be2cdb07d74aec277d95a6f3acf6b516688577b82fd4fc6bc54f,TONNEL Relayer #127,Bronze,Yes,5.0
128,EQCBW1NcnZxqg5MCxmgHtF4tYdaRZkEi9v_lkhuOyRbuGBlW,0:bb4ab5ac6254a1ed2d15d6a8e409a59bc6bc286b5b9eecd93f2ec80705253cc6,TONNEL Relayer #128,Silver,Yes,508.16017316017366
129,EQAJqsrOXnoxNegAGcnNwp9PKXnVoYqdOI4LZFMCZSO6QXDT,0:25d3e0db77696e2c403aac45050fc931a4d14b4b02a02704f0d7f1291b20aa27,TONNEL Relayer #129,Bronze,No,5.0
130,EQCGRKxtg8Dekc2C9hFTG0pSXyYLetklruywofQppL_O3BLJ,0:cccd12ca10d77c9c519e0f050545921eee2a48f7d897bf8b95a9b9533968687a,TONNEL Relayer #130,Bronze,Yes,5.0
131,EQCFS8pjP0gpWnLBts_5g5Uz6Y9VI9LFAQ8Ag4JwTCL7JzLY,0:5d73d46431b1a22eb361b0a5bbabd9d91962a8df45657981b22067d4cab1809e,TONNEL Relayer #131,Bronze,Yes,268.75
132,EQCMJjiRv7Y0AW0T3RQxMZjateqF9apo29qNVbzQplgdxN4f,0:0000000000000000000000000000000000000000000000000000000000000000,TONNEL Relayer #132,Bronze,No,5.0
133,EQD1lA3Xh4ZrDg7ZHxy6ij7VX2sGP32vM3EpE3LdTxtoaFdL,0:4e0c0b9d93dfc479e7a594f6a8d79d17ca23f5f3f2a92f37b754551ebadebe13,TONNEL Relayer #133,Bronze,No,5.0
134,EQDb5a-foS0rD-xGx8mYrhJXWcx82gSw4vc0oht60VD4l4tp,0:f3b033bc4c96c38ea068ec64da99a190745ba582e63ffd02e47ade41608720f1,TONNEL Relayer #134,Bronze,Yes,35.0
135,EQDuB0ZeK4DDLfruJlK_Nik7zKfmPTqop9RJ_SmMSMqAT86k,0:f90cb820a3e153846bfc7299f593c1901ba8c789d25dd9e8088f80cb9a0cefeb,TONNEL Relayer #135,Bronze,No,6.118233618233618
136,EQDwBGUSdqeVKE2xyJvZyLrqmvap8KoVhf5G8jMLcG6sLIoN,0:f90cb820a3e153846bfc7299f593c1901ba8c789d25dd9e8088f80cb9a0cefeb,TONNEL Relayer #136,Bronze,No,6.118233618233618
137,EQDKbNZVCFHb9_SCDmtfaL4VRVsg4t43pAoSsDEM5dXh-VwU,0:0000000000000000000000000000000000000000000000000000000000000000,TONNEL Relayer #137,Bronze,No,5.0
138,EQApn01R2oiDvB6r6mkB7VC_gQ-iZRCJwuHyvR2tqqgRtQjF,0:b20f17c96575e1dfc3c9595590b8506fe97ac0048719d2b5bc722724d28143e7,TONNEL Relayer #138,Bronze,No,5.0
139,EQB5NEBfsafQxdZ3kh469777R7lA36DXMeXAbXnEu4B5BhS2,0:a8d09c8203236e9a446cc2736f4ea9d9e55098ca9a11b527a086767c92397638,TONNEL Relayer #139,Bronze,No,5.0
140,EQDiXj4MO4NR-jX9vshaJj7rLIanG4_-mDQ-Jouw2w2i6HSR,0:dd89df4e35ac095ff551d81bf005f1ff6a4bae5de3d66f904bec3accb1e4f95b,TONNEL Relayer #140,Bronze,No,5.0
141,EQA6Kmbs9QPeI4K1jmZCXIK4gj_HcZUPGgNtaF-cxddnIQT8,0:d209ab942aa979ecd0b6a80d05a7423eab838b526a8237799ec4e8066631e2ed,TONNEL Relayer #141,Bronze,No,5.0
142,EQBvuqeYVkELYxaMuFk-h1ga3u4PUOXZQ1QJ0RUpJRanLsuY,0:289cb0c3cc9bc12ddeb72d9ac62d876d2374972bcb4287ac8b17ee599277e468,TONNEL Relayer #142,Bronze,No,5.0
143,EQBB1C60zSfoJiffG_DR8jdm9zOj_L7IoII_6VHlZHaRwOjm,0:a997d770428adf55c72dd322bd948636224fc3224fe525079868a74429f19d2c,TONNEL Relayer #143,Bronze,No,6.805555555555556
144,EQDbnUt45VNMCBBSdinr5gh-Oxb0VzM3QDjYy3y0pz4bN3R9,0:e26f148400a2a615d323fcc42fc0d84792813882a93bb49cbe8ca6db082fd4fd,TONNEL Relayer #144,Bronze,No,5.0
145,EQAMlG1UKkwOWJdEMfAsN16vqj8OwyW8OSSJivQcsFsj8Y3Q,0:22c9b76776c1a4bd7a6109758b0eeefa8f011310a3f76933363c18c9ee743f4e,TONNEL Relayer #145,Bronze,Yes,5.0
146,EQAnJi68z38te_lXKs--MbKF5WNLsbr77yJPgCr_ufrf_jU3,0:e943613cc02b06e8e56aff90775660a4743f2046b8f5db8be1fb9ae1dda2947c,TONNEL Relayer #146,Bronze,No,5.0
147,EQAr2QGxmssT9qxdlK1RyHAZqWFXJQ68JiNrwxC0dqM1DejU,0:c663ae51830f9c76d350c40f31420e45f4eb1902b680227e7857cc89e907c26a,TONNEL Relayer #147,Bronze,No,5.0
148,EQCy1jr1npW4iJOSDZ0wyzCDF2dIRA0wu75C81FrcUThpWxA,0:ac50839c471d44ce305a142ab0c94aa635d06488ea2371c58b61a4908e743bbd,TONNEL Relayer #148,Bronze,Yes,6.4
149,EQDP1HA5mJWHAQ_-rE7qTgZEe7qCuAeLZFSxp4jYx5lSLl49,0:3265c7c342f9bba210a68d625a2ff8cef56701c4ef85f63fd30703a1ee8b290a,TONNEL Relayer #149,Bronze,No,5.0
150,EQAYP1NsFJNTWZu3PgzIzIfqUDotmHGxeZLrhvBVn9gQFHVv,0:b089f5587ea026cbe697b2d0bea7f30c3f95daa7e72e0e4d24787ba57aace1e4,TONNEL Relayer #150,Bronze,Yes,5.0
151,EQBrKcSnhb8huGIor8JPe8-71Tp5-6Vtqm6jBx40udrOn_MN,0:0000000000000000000000000000000000000000000000000000000000000000,TONNEL Relayer #151,Bronze,No,5.0
152,EQDyHJeARu2JCn1xISN2Kl-yhMWHewev9gaEWKYXgxKfUpTJ,0:01d9667ce55c8fd4c35407da881c9c14de2030254dfa2c3de51d53ef46cc6e54,TONNEL Relayer #152,Bronze,No,5.0
153,EQDMaxu9AfvF4IgArWnZCV8TGnpiaF21ZSgKKtynZaRyRGHt,0:cd38a2dd975069a209e0555bf084187e7e7587bc6857f31f03b4a263146af5ed,TONNEL Relayer #153,Bronze,No,15.833333333333336
154,EQDqiT5m1fXG1CCcM8ZlC_XJJAVPQ_5q6K_W6NaBNW_Myfcz,0:2067cf980a33549fe0f03ef2ac6b5d78bcdd4b7edefdc9466dcb93625927e0eb,TONNEL Relayer #154,Bronze,No,8.176190476190477
155,EQAV94lDYGQ9BiPBlPZ0OlHPaC8EJWV8qrhwYwhtq3LWKYU6,0:1afc7b9b6b86ba888520b83f7ae7d6fc6021d6fc2dbe16e2a3293aacca03f234,TONNEL Relayer #155,Bronze,No,7.428571428571435
156,EQA_z13CPTdomUpGe4kEg_HLq3Pqgas5kcp3L1VYFa70cS8I,0:f90cb820a3e153846bfc7299f593c1901ba8c789d25dd9e8088f80cb9a0cefeb,TONNEL Relayer #156,Bronze,No,6.118233618233618
157,EQAEDFitThQkCD1QBI69c_hxujCTEycxREZXdOkHRHpS3j8l,0:31e002a349412eac4fee4d3139cdf5adae85abfaf118591d256ff002cf614fe7,TONNEL Relayer #157,Bronze,No,5.0
158,EQD5JVbFwgJqmAQiGUNNR49YL3qBUU1dBQPtXYG0tWL_1O2Z,0:d97ae4c530a62c63b6385ddbc04d74022035a075e8b94d929222ab6e9b5471f3,TONNEL Relayer #158,Bronze,Yes,5.0
159,EQBUsn51gpnoU79wjwk6nVmkOoSnlEOjFeTr36-pqX-lEkKS,0:44096e25b6db5d1293569c9540973c9d9e0701fcc11f99c6672aab5534eccd6b,TONNEL Relayer #159,Bronze,Yes,91.54761904761894
160,EQAMeaIBRL4SwHa4ocQysZ8xnkA29mWULfBspL4bKGNRAcQO,0:864e9537f531959084da8cfe20ae8f4bcd92067d3a30bdc545561e1a86ac9f35,TONNEL Relayer #160,Bronze,No,11.111111111111107
161,EQCNbX-XsePefQ0ifXcCj8Lw07zgsLTF9kcxYeGiMt3MFHuT,0:2d1a5d62b4af9b56e6b0e431dab1cda869f60caef0a7797733d6d5fae080ed01,TONNEL Relayer #161,Bronze,No,5.0
162,EQBVTzQjApMWiD6gZ7-IwZ-YFoTn446EoljiBsWiHAQS2FsP,0:0000000000000000000000000000000000000000000000000000000000000000,TONNEL Relayer #162,Bronze,No,5.0
163,EQDPJJsPs17_EjU7tZvK5hMcPMBiZQE3_tAQuMRcoztO_s9T,0:0000000000000000000000000000000000000000000000000000000000000000,TONNEL Relayer #163,Bronze,No,5.0
164,EQBaCVpz0Y0CINeoX6iYpxrslwp7BeRB7CXTLP8gDepSKsC6,0:c8088014abc58ec085a8e937bb4ccf0c6eb8eb07373c1767c965d0f4152ff21f,TONNEL Relayer #164,Bronze,Yes,5.0
165,EQCIQggbIRDUCZilsn4yIZGzDMjxZPmxQZob5Gu30BcLe0iI,0:188ccc09a44edfaa3f71021c429284d9be86bda3416132e49541b07c1144ca2d,TONNEL Relayer #165,Bronze,Yes,10.0
166,EQAHrk4MSMykw9FU9aZB8vcIyikWgkiH_ngPOeahpa_UwQ0e,0:91792fe994063de6a83c9d9f9f301172888b179ecf707dfec14d4abea406c726,TONNEL Relayer #166,Bronze,Yes,5.0
167,EQBAInXU8-3w79YgTQJ_YrWtTQsFYm-JIfxlxXxUhP26K3UX,0:2234af56f491123acd6c10da914237cca0103aa51c014b563f86e515cbf420f4,TONNEL Relayer #167,Bronze,No,5.0
168,EQBA2dcGkrICTmu9_jHD6GGbbNEmg9QW9Fhi3uhzqYaVzqnw,0:fe3de9cd9564ccb5a173b145c4ecb6ece3c5ca60d42069ee63226f44fb5068b5,TONNEL Relayer #168,Bronze,Yes,8.601190476190478
169,EQChrGT9-vHrwiDwyTu8iKG9tgnmMlR0Y0XtsBsvFR2XQh45,0:92219f14c17da4838a48bffb0895d554da53db10020896681dfad95c1d2a8d97,TONNEL Relayer #169,Bronze,No,7.857142857142854
170,EQBgIDBt5ur3TMgLopSIktjcYpVBxUC0_4-Pkp9aacRhxv5I,0:4e0c0b9d93dfc479e7a594f6a8d79d17ca23f5f3f2a92f37b754551ebadebe13,TONNEL Relayer #170,Bronze,No,5.0
171,EQBO5Nn9ajNYzSOZ6yt38hFipvhx_LvJgyXFOfOhFwaceiLU,0:4a94ff9f8e0bdaa2b8992b72211f8aef11a9a472fcbde455dd5e08e5ab89eabf,TONNEL Relayer #171,Bronze,No,5.0
172,EQBf3nQBNrCyySefWJoD2hcpO0VtMxouFgzv0xXxh1Sh_zvv,0:54949a1ad25d2b2632cdf70f1d83232086b994aa5b4917f455ba7f9f66e8213d,TONNEL Relayer #172,Bronze,Yes,5.0
173,EQBRYjrXkwramG5x6HFVo6fOcOyHbQhkK_8GF-hqCqW5EvZ5,0:a41b658fcaae95d957bea3ba56fb1668af110fb5e78d2b9ff7eb7821641de2d4,TONNEL Relayer #173,Bronze,No,8.142857142857142
174,EQAkaK05lKkRGo0J3qD7N_lXf-jCXGEdd6RcVSmfz8ZXIgj_,0:65e6c51434f45cb8b57fa5b2b3133976446e35545c4491ec4df61b1d2c25fadf,TONNEL Relayer #174,Bronze,No,5.0
175,EQDdpXP8IDrzzx_S0e1i0UULeA3_YprWymOwYJ8fXQXmUj3V,0:f318b9502fa26124af361b3def2a5b8d116176ef13d622755e2c39255e26e088,TONNEL Relayer #175,Gold,Yes,3774.166666666668
176,EQApCQ0ZE8gDYpNvz48oAVxCaOT_ov-rRZuWyq6CZy43fSwc,0:be28847a3a2a90d48679631a588d57d0660175be6a898e1ffb32a828b795c00b,TONNEL Relayer #176,Bronze,No,5.0
177,EQCQNmzBzqEw8AKy3T3ACAcWjujNQM2ikaWbbpf2AdS1NANF,0:9eeadd6a1d9c11386b864f9d94053f2b7bde3d9618a0aa9ba2be9afdaf7d8fbe,TONNEL Relayer #177,Bronze,No,5.0
178,EQDvBcPsL-1eAX79nv2-b4gRstp8JpYEd_rrno474ypxscut,0:288a70343eda256c1df0704f764171d2d4978e349614f7653b90bd53b36d81dd,TONNEL Relayer #178,Bronze,No,5.0
179,EQAKE1nopMxnvgtNAFZ3jV8DTDzcFCD6EYLPxaubhDmuRelq,0:d306dae2b858e328b4dfc55f44665a137dda99d70e46f84efcec074a3b55be0e,TONNEL Relayer #179,Bronze,No,5.0
180,EQAozpUpkOTkrovAuvNmweJHUBRvuilLs_G4E8D4M5F1CuNm,0:bdede01e234eec4ecdfe8dc27341b032af7475f64c6842ccd4ea38fa8192f9eb,TONNEL Relayer #180,Bronze,No,5.0
181,EQDtPAmN2cm3REYfAhNUG3P0jWvQLFATawpOzbcqIT2z5mjj,0:d214a5dd42408f671de7c5b4f490760fde6ac2c33a3de378efa23192ea629f94,TONNEL Relayer #181,Bronze,No,22.232142857142858
182,EQAw2Xb1_0_UIIfXFQk1PL4L4sxDvEDOX6-O9V0o0llygtC9,0:dbc9753c9fac45a1cf765fdcfa38f5d6b5c0f6a8af6917ba5ece58385a2f0b36,TONNEL Relayer #182,Bronze,No,5.0
183,EQDDI-X-GnGcNEp2kynIdSEsdmt__wUXS-LN95RA_cZmFoFv,0:a4c14c539eba13707af06a0b92edd41e04486fd8638693ad117bfc857e32be2d,TONNEL Relayer #183,Bronze,No,5.0
184,EQBgWXVJ5wTKKWTu931NIiGUajYVa6nfib1QBF6dGmS5G3sf,0:69e8d4b0405f51c6242866f7aae933f0cb8ede63b4962bf5d9768f246835f779,TONNEL Relayer #184,Bronze,No,5.0
185,EQDgZPZlrFGgTPHtFF-1Udb_Wk-LTXDQXWTO_LbOf-Eos7DE,0:b3a917dcd1ec8febc2f44eb999ab735f818b639addcd08316990c9e5cb116f14,TONNEL Relayer #185,Bronze,No,5.0
186,EQCkGU5UaA14kqnkveASrY6T6S6MAFMJCbgaya87_VrF4Hft,0:df4d78fb104cf22353277e22ba7f1539886e9d01f3e825f1d2f4f107eb825ecf,TONNEL Relayer #186,Bronze,No,5.0
187,EQDjnEkgsQ2WTKNpiQ_ewWscN8nCTyy7PsS--yTv8Oxv-jMt,0:0463c98b8e1b6664cbf0671ee98f4fe1dbf051ef32fee445edea3a1b679ea61c,TONNEL Relayer #187,Bronze,No,21.493506493506494
188,EQAd8r65jXms4NmAvvv5ED-pHEwVlIIo9pDGnxMaDVY1Kuvr,0:287e182ea81f67a8dba379662609acda5a4a91c1cc6325189d2a506763f6f205,TONNEL Relayer #188,Bronze,No,41.66666666666666
189,EQDiT-l1Zg4ensInbZ6Kcpr9h5J1qVMPxdDnoWNROYRgFH5o,0:3873515b563d1a2d4191353b4f08f6e9c379c9b8df96dd42cbff9339cb5a743e,TONNEL Relayer #189,Bronze,No,5.0
190,EQCul0SrmHVUayzEou8rEBUwV-JbSSM_5NpJYP7rH1DTWiUE,0:008870c05dc513165de89961cf35f96e4deaaa96fae184852c786d234ba72812,TONNEL Relayer #190,Bronze,No,5.0
191,EQB1FO3VEYs7P5g2EuDpQu3uiqr826a93eNdgejc03GNlZeQ,0:3f87347fb234f902c7606927bc8823a317a1803e7aa3bdfe0e72910d21a2cc73,TONNEL Relayer #191,Bronze,No,5.0
192,EQAxKCKMg5Lq0Cd5jcEDxMvTHPn7qPpxy-A0pgD902FGywru,0:f25ee3c92ce01bbfe46943631906345d842c5eef6fc9a507d594421091f96129,TONNEL Relayer #192,Bronze,No,5.0
193,EQBucp3Nc3S2Xmv0VbGJVKHjoPmroC6-xWLTqyiVAYaxEGNt,0:d9239254fbcb3c51cb6ded5cf20ac14b62f2992ec4570a22a2fecb49c9f528a9,TONNEL Relayer #193,Bronze,No,5.0
194,EQC2ONj1ws3KCQr1rJRDN4Vc1xKWA3c5jc03ISA-bOWb_Cxn,0:48cae32de57800b0c78c4800a95efce8571028019129b166f7958b9ece019c34,TONNEL Relayer #194,Bronze,No,5.0
195,EQAFZMdw5Y56yokVR8wq2qgo9t1qWGq9FyN-Iu5K1wCcMDfi,0:54bf1aee904a98374510223afcd9a37bec16036f33394674c81c08ec275866e9,TONNEL Relayer #195,Bronze,No,5.0
196,EQDqB8PVlRC398aiZo36XKXB2tVxmJ-ndWihC8Eb3pgdQ-ab,0:f646f0a4fbf234aa579a202f00e4ef4b7f48f74d2c9d7dc296ae7a576298fbf2,TONNEL Relayer #196,Bronze,Yes,20.0
197,EQB_ys2RUtHhFmMpH6OQVoNf1UigQskUsVDG3kWF1pb4qUsp,0:5ee93ccda79e1349e55e45343212e6198668219f7081aced37610988b7ad99da,TONNEL Relayer #197,Bronze,No,269.307
198,EQC0FPx0ApvUBZVR6uZZuisp6tyfAYLC2BMdmWlE1OlaXraz,0:f90cb820a3e153846bfc7299f593c1901ba8c789d25dd9e8088f80cb9a0cefeb,TONNEL Relayer #198,Bronze,No,6.118233618233618
199,EQDZ-6wKSk4h857jwypXZSmHDsPQ3viofmg5MXO6wNZv8yTq,0:9d19c2272d111030fd75acd25b5a8bededbd8c66b667ded03d83fd4e33839d2d,TONNEL Relayer #199,Bronze,No,5.0
200,EQAoMdn--kBoqMIsdQx0j9wxGha_zF1gmmZUwVHCStMj9km0,0:3726e9c4244632460216c25164f60866aa42941d94e05429ea9095affb96a82c,TONNEL Relayer #200,Bronze,No,5.0
201,EQCG80v-K4gR2yya0ejweMTjVQ-QINN7QlUPeWxpVwhaPJGt,0:f936f8c9dae284feea52d2cd09b37bc05a826add0b8db4090ade2116167a2014,TONNEL Relayer #201,Bronze,No,6.666666666666667
202,EQD4cTcedefftE_IKZVwmohzTMjIBrUurCouEW8aDrpdxiyA,0:f90cb820a3e153846bfc7299f593c1901ba8c789d25dd9e8088f80cb9a0cefeb,TONNEL Relayer #202,Bronze,No,6.118233618233618
203,EQAnLCMclKg7l65hcogUZgU3OQtKw4xbSEJBapt0EZwUjIuW,0:d306dae2b858e328b4dfc55f44665a137dda99d70e46f84efcec074a3b55be0e,TONNEL Relayer #203,Bronze,No,5.0
204,EQCWjl7qQadn0JklCLthWr_s4VrhrBTxbJLnbzuw51fRgodn,0:f936f8c9dae284feea52d2cd09b37bc05a826add0b8db4090ade2116167a2014,TONNEL Relayer #204,Bronze,Yes,65.33333333333339
205,EQBHg5qfHSS_R0BQMbltXHeDi48Qvkw_UtC0yTPjsUHIG7RH,0:4e0c0b9d93dfc479e7a594f6a8d79d17ca23f5f3f2a92f37b754551ebadebe13,TONNEL Relayer #205,Bronze,No,5.0
206,EQDIpzxRi398nEOGVtmE28TDftCO68iyggH2hf50eyIxCE7X,0:fbb8b988364c8f1ffd8cf3722064d99a5283241be08ea153b24742bc6f2b2502,TONNEL Relayer #206,Bronze,No,5.0
207,EQCmx-WQrPa3lhXk3IauynZxJBnX0X5XkM2yia7j1BtBbfhz,0:0000000000000000000000000000000000000000000000000000000000000000,TONNEL Relayer #207,Bronze,No,5.0
208,EQCtdri1P0aICoJnlyPhXnKSFIYVmYBdnO7_O5xNpAZTfZA9,0:1afc7b9b6b86ba888520b83f7ae7d6fc6021d6fc2dbe16e2a3293aacca03f234,TONNEL Relayer #208,Bronze,No,18.13888888888888
209,EQD_kM-o5ztRd9L5kWnu4FJ4lEAduvttj-YzbSiqs8TJESWu,0:df4d78fb104cf22353277e22ba7f1539886e9d01f3e825f1d2f4f107eb825ecf,TONNEL Relayer #209,Bronze,No,8.0
210,EQBfDGpW1qTOid4bBh0H_uH2p_MdDopd_ieGbsPaSy1MKhPV,0:9fed171c72cfb8245230346042d0aad139adec61822f212972ef5eedf24787b3,TONNEL Relayer #210,Bronze,No,5.0
211,EQDT0y2TqdjXYMadK_f3XJtS9_boqCYpqyGVG748SgNxwsQc,0:04fae46968e861bfd16f06bb76b581b05f82aa63ac846305d66425231f934322,TONNEL Relayer #211,Bronze,No,5.0
212,EQAFdRZ3sYLGwxRVdsUop0gnSOQq_-SsSJwscHSPXfithhMy,0:3726e9c4244632460216c25164f60866aa42941d94e05429ea9095affb96a82c,TONNEL Relayer #212,Bronze,No,5.0
213,EQBwLm9YG7r7YaqSP_s1owcip8bzN28qhf0qjj9aTNfNvg6X,0:2067cf980a33549fe0f03ef2ac6b5d78bcdd4b7edefdc9466dcb93625927e0eb,TONNEL Relayer #213,Bronze,No,5.476190476190476
214,EQDwRonxFP95rP_1u3dv4hmKeQAMSByDaLArhdeCWV-gMqka,0:25d3e0db77696e2c403aac45050fc931a4d14b4b02a02704f0d7f1291b20aa27,TONNEL Relayer #214,Bronze,No,5.0
215,EQBAoXr8fYmg3X-o4HmOXEv53eP_8mszzuVArI2RYFFG6eBb,0:0000000000000000000000000000000000000000000000000000000000000000,TONNEL Relayer #215,Bronze,No,5.0
216,EQBe3KbKB33CA727w3Dkncwlqln3GTpHbLXiCKawO5JfloN6,0:7ad0e5aaeb5edb8a4d21145b27ff56489e176508200eeed840d72d31e5348ef6,TONNEL Relayer #216,Bronze,No,7.392857142857143
217,EQBCvk1FO8Vwvrc6xWVFYJ-FKA4-x95Ae5xuHngBiKeoXLXD,0:6fd27096b4690264db486d359085ccc8c6e59fcb31e0f16787f7b340901f2a29,TONNEL Relayer #217,Bronze,No,5.0
218,EQBXlmCLIlG3xz5YZ_qGmCwNENJ_9ilzgrKJh3fK_OzYL2EU,0:cd38a2dd975069a209e0555bf084187e7e7587bc6857f31f03b4a263146af5ed,TONNEL Relayer #218,Bronze,No,6.4
219,EQC5oPzWVZiC31f5feuQ6gfRH11FoJ241VvCLZAwowZuzrQh,0:842ae882603e2f3d5372cf1c845daab701ddd949d19895617b7fe6bedc0f7c27,TONNEL Relayer #219,Bronze,No,21.493506493506494
220,EQDSu5smAohLJp9CwvS4s3bqHs9SZj1_-7Z9ZD4bYnPujRLG,0:fb44f30a8140531b9732e2fdb510d46a12b7f9033425589e8fb8a01be430a02a,TONNEL Relayer #220,Bronze,No,5.0
221,EQA1I9z4QPir_dnEy8ycYx9xs3w9tOYYPxQzuPIWfVct0LaE,0:b20f17c96575e1dfc3c9595590b8506fe97ac0048719d2b5bc722724d28143e7,TONNEL Relayer #221,Bronze,No,5.0
222,EQCPD-16ByFJ9y-ekQhx7_2gQ7inkpsUYaSAcDhQ9b6N-N1b,0:3726e9c4244632460216c25164f60866aa42941d94e05429ea9095affb96a82c,TONNEL Relayer #222,Bronze,No,5.0
223,EQAGv9GIXit8Yqn50FRSCrJpq-pIiFETyWsoG_NJshB5N6CV,0:4e0c0b9d93dfc479e7a594f6a8d79d17ca23f5f3f2a92f37b754551ebadebe13,TONNEL Relayer #223,Bronze,No,5.0
224,EQBgM_9ShaFtqUOMjkK6Jvui00DIYO17nVR4P13SVZewHPN_,0:fe3de9cd9564ccb5a173b145c4ecb6ece3c5ca60d42069ee63226f44fb5068b5,TONNEL Relayer #224,Bronze,Yes,8.601190476190478
225,EQA5cmT3g6CLsrBzK0m20OtD1ofRd8yBFYDlpK5jNfGs29ts,0:1afc7b9b6b86ba888520b83f7ae7d6fc6021d6fc2dbe16e2a3293aacca03f234,TONNEL Relayer #225,Bronze,No,13.138888888888884
226,EQCPrukfetnkesfXWo5V36DhXuw4QDC8Tyzp4TAgoSYVF1sF,0:477cef43f1f1bebd77a940e3b4f70032a1378c2619fd15a466f194b042f1c74b,TONNEL Relayer #226,Bronze,No,5.0
227,EQCL4Qond7DMgwmXsaNi93fBzhOjObArUIhvQuh8NZBFNGrM,0:864e9537f531959084da8cfe20ae8f4bcd92067d3a30bdc545561e1a86ac9f35,TONNEL Relayer #227,Bronze,No,11.111111111111107
228,EQCJfPyTGr3RcaWajryTTb2gW2E3AHBAz_2zR4fHp6wgld8-,0:df4d78fb104cf22353277e22ba7f1539886e9d01f3e825f1d2f4f107eb825ecf,TONNEL Relayer #228,Bronze,No,5.0
229,EQBgTfkDtrl22yL6keNcvjJJikJzbYa568g_xosu7X0aun_t,0:bd23ef5801b6def68aa55cebdc0f6f2b4c6cc7648186eb9a7823dabd04ff953d,TONNEL Relayer #229,Bronze,Yes,52.5
230,EQAV1nitd3panzOsNi5_hgs-cNS4IzqF4eb_mFWcv0Qv64gv,0:f90cb820a3e153846bfc7299f593c1901ba8c789d25dd9e8088f80cb9a0cefeb,TONNEL Relayer #230,Bronze,No,6.118233618233618
231,EQAUvOElfutMs5a0cgnSRCmJruhaeZ73ZqEptY805x4JF3kP,0:f319c2c871680fc3afbb72eb65c32a6aa54bf03359c7719dc2abf7c12d5f5234,TONNEL Relayer #231,Bronze,No,5.0
232,EQB6Akq4ak0f5IkH_UNAfgeYv2ykcb9GS9JHDI1EmCHndkQl,0:d660a7bb866534ef6d615fe910bbc809e8a4625602e08867b1e40bf352877bce,TONNEL Relayer #232,Bronze,No,5.0
233,EQBs3dtBJtdgbb5T9f5aA-k2fG0HaK0Sq8-k3jy2vQHI-Zja,0:0dfbee091204468d657fcaea4c07a61aef0b13cf21313a08139dc806c4f93470,TONNEL Relayer #233,Bronze,Yes,5.0
234,EQBOEvi3GH3b54zYyDuLivHQKl5YCId5KbF9Hj-MWo3N4fIJ,0:72885b269d880dd910bd60bc07fce2c77d0707e6ed8b56cb22552774e2eb4c1c,TONNEL Relayer #234,Bronze,No,5.0
235,EQD77hsYMO_HnoVEBc3mNOzWqhtUGrrNYyh1T_v_dhURcvLS,0:244e08eb1a76419f8a052908b16a8529af2029b051904f5eeaf225760b69a299,TONNEL Relayer #235,Bronze,No,5.0
