,NFT,OWNER,NAME,BATCH,ACTIVE,REP
236,EQDNOfN-YOGhMzk9lhXWRzLzjtvuYc3Pabbkn3uNt0O04XZn,0:0000000000000000000000000000000000000000000000000000000000000000,TONNEL Relayer #236,Bronze,No,5.0
237,EQCP83njCr4XwSffJluNMK8ct02zLsAWq4CHekRnJzmAt_zg,0:0000000000000000000000000000000000000000000000000000000000000000,TONNEL Relayer #237,Bronze,No,5.0
238,EQDQ1QmDi3zsC8RHMTOFVEJuB3PS4d4XLU74i2TLS_FeKAg9,0:2e22dfde2855ffd0110e6d139704b712f23d6be8f2577fe3d0e8025dff6b0725,TONNEL Relayer #238,Bronze,No,21.493506493506494
239,EQBt3F8Y2vDVQOeV2dQO7zs0vYXcL9eo4YmT6DvLpPiliA9K,0:df4d78fb104cf22353277e22ba7f1539886e9d01f3e825f1d2f4f107eb825ecf,TONNEL Relayer #239,Bronze,No,5.0
240,EQBfJSbdrHaBzHvj1IlIC4JwuRxAGkcsKaBWhjGElh1SgT1i,0:f90cb820a3e153846bfc7299f593c1901ba8c789d25dd9e8088f80cb9a0cefeb,TONNEL Relayer #240,Bronze,No,6.118233618233618
241,EQDVY7E-uKe6i446NMOw8BQKubG7dickhzwFK4zjRnvV022W,0:31a99a96cf1adf4619a3987a1554dc5aeb8d11ef2e38f7f4365b6f8e7bc01cc3,TONNEL Relayer #241,Bronze,Yes,5.0
242,EQCDwzWvPOtxNqRKqPBnSXyNv5UVeua4pXIWM6fsqPawk22R,0:eebde3eced240efe45f5f87f2c7344ef9771abc41df3afca106e043c54b3b450,TONNEL Relayer #242,Bronze,No,41.66666666666666
243,EQCpPWr5cbW_KNaSIi2BimWrdXwQV_tvqfMTDpDnplu8eplb,0:7ad0e5aaeb5edb8a4d21145b27ff56489e176508200eeed840d72d31e5348ef6,TONNEL Relayer #243,Bronze,No,7.392857142857143
244,EQAKo0CWQ1PEP8JutXYR6B56ELYNk9nmOOMY_I3OvNu2TfuG,0:1afc7b9b6b86ba888520b83f7ae7d6fc6021d6fc2dbe16e2a3293aacca03f234,TONNEL Relayer #244,Bronze,No,43.83333333333334
245,EQCfNbrE4MWHS-iG4Ud6vhesY7sikdJaXUn9fOdcgm6L9E_V,0:5ee93ccda79e1349e55e45343212e6198668219f7081aced37610988b7ad99da,TONNEL Relayer #245,Bronze,No,269.307
246,EQCUSGyY-obgnTxTuqheqqCBH7Y5p6kq_KZvYqhfwaLxXnzZ,0:5326541f97e3c1ee63c5ce2db3499d8497c8e7aa4b787d5eab67131b749a3cd0,TONNEL Relayer #246,Bronze,No,5.0
247,EQDBb-58LqwRIk66Xb_14cUpPBE0Mq2k7VXUG6lmL2-WtJdZ,0:0000000000000000000000000000000000000000000000000000000000000000,TONNEL Relayer #247,Bronze,No,5.0
248,EQCEZBZcV11Q8gw3aFS2_A61IP_emJ3Wsp4Jfx-o4NnarWaK,0:be30aacdd2b2f04e3cf47204b7c638959bc18e0128e6cfa833d2634b1032e283,TONNEL Relayer #248,Bronze,No,5.0
249,EQCz0W1At1aAOLjxVK4FTfLg3Db07rWr-LtM0vOk8E8n7ovb,0:e022094d465a04582eaa70ae29cae4826337982c4eb893f355ffe14228969919,TONNEL Relayer #249,Bronze,No,5.0
250,EQBtSytYcyaumx_XA9FAJlA47UfhpxmiJ9Oy8LR7GehluoKq,0:2067cf980a33549fe0f03ef2ac6b5d78bcdd4b7edefdc9466dcb93625927e0eb,TONNEL Relayer #250,Bronze,No,6.976190476190477
251,EQBP1esKSSXcMFd2dCV11dccihk82mRMsKx3x5wTH3-o17FO,0:4e0c0b9d93dfc479e7a594f6a8d79d17ca23f5f3f2a92f37b754551ebadebe13,TONNEL Relayer #251,Bronze,No,5.0
252,EQCWfeytmW3TbrR-VRbSGiVt8dU2cPPspQePWwxnmbNDMyNv,0:48cae32de57800b0c78c4800a95efce8571028019129b166f7958b9ece019c34,TONNEL Relayer #252,Bronze,No,5.0
253,EQB0DA8KD9hLDeYtNPpHHp9AHXC1pd6bCgIuax_kX2ieisf1,0:2067cf980a33549fe0f03ef2ac6b5d78bcdd4b7edefdc9466dcb93625927e0eb,TONNEL Relayer #253,Bronze,No,5.726190476190476
254,EQDRE2-V4lvhpEUgKZapkZ_73unXEqxn_FLvVTgbwZAbp_pR,0:e0c13f45a6f14becaff64721d47e2437eb1877ced1d177343244d36d8f483031,TONNEL Relayer #254,Bronze,No,5.0
255,EQCJiu_PySHbzB7Njfe2h09pJ55EOCB4PHEh6j1M3xLd0nDc,0:01d9667ce55c8fd4c35407da881c9c14de2030254dfa2c3de51d53ef46cc6e54,TONNEL Relayer #255,Bronze,No,5.0
256,EQA9VzofQFdf-mBD48tcEONkymW_7THQsg-F9G_A69s2UwgQ,0:b976cac229eb53840a1b73fd2b139cde817107b772b224a8485ac4f694ea74ab,TONNEL Relayer #256,Bronze,No,7.857142857142854
257,EQDtEIqm8QFw6QIrREWWQ2Z-tIYZ7Zct6rwLYd87zJMbsIpl,0:df4d78fb104cf22353277e22ba7f1539886e9d01f3e825f1d2f4f107eb825ecf,TONNEL Relayer #257,Bronze,No,5.0
258,EQDVfsMGhqG6z8txMZVlPk4UB157WKP72kBRhOMZmbiMFSjK,0:9a971b470d594c1b5bb437393f3ce2ee5b73a1b78e6ef7873a647136e9bcd14a,TONNEL Relayer #258,Bronze,No,21.493506493506494
259,EQDo8cKl3omUHQ0m2Y05EJ6iyxpQ0WhthtKkm32RnrW_go8A,0:75d8e0fff774a413601278e0a41ab33a0a23f293003f8a7eb33672a07605ba7b,TONNEL Relayer #259,Bronze,No,440.0
260,EQCPt8T3Eb3hpIc2H2-HLKyyCzJYSXuaX5Ww5Onqp76j1u2k,0:0000000000000000000000000000000000000000000000000000000000000000,TONNEL Relayer #260,Bronze,No,5.0
261,EQBSIyxwX1GpcCjTGQU9jwhsD7IGJjqnXZVr5YatQhkp2jiW,0:0000000000000000000000000000000000000000000000000000000000000000,TONNEL Relayer #261,Bronze,No,5.0
262,EQB1WpnpeZZRbBy9sS627HdsCHYLLW8l06JLS_Y-cWhqZ5NO,0:5ee93ccda79e1349e55e45343212e6198668219f7081aced37610988b7ad99da,TONNEL Relayer #262,Bronze,No,269.307
263,EQAxF3dpKbB4dmf0QN65icySLjuJuJKNjfIhjz6sckB1QvAn,0:1afc7b9b6b86ba888520b83f7ae7d6fc6021d6fc2dbe16e2a3293aacca03f234,TONNEL Relayer #263,Bronze,No,25.279761904761894
264,EQAmF4UiHnSUDet7ndG2r-4k6CeRbI68lgALsQgF8kHStzX7,0:4e0c0b9d93dfc479e7a594f6a8d79d17ca23f5f3f2a92f37b754551ebadebe13,TONNEL Relayer #264,Bronze,No,5.0
265,EQBHp8yu4bQB5ja1cMMU-4RiodwpQFspgqJBJt7Idy9m2poV,0:6174e4d86f552279db5de65fa15615c51a3fcd2262e5def1efe9385c5a86b8a8,TONNEL Relayer #265,Bronze,No,12.5
266,EQA-aG8IjvLS66iPfemV9kcQKZvhHyc8sNyjGmGybgdT6l7y,0:0000000000000000000000000000000000000000000000000000000000000000,TONNEL Relayer #266,Bronze,No,5.0
267,EQCnj9IwOxDbn04ff4-WR33_1j2KNPSgNtqx1ySR9Gb74ATw,0:06534753456eca81c864f14c8f10cccd6027042664bc84eb007f54a7ffa64136,TONNEL Relayer #267,Bronze,No,5.0
268,EQCccBfjA9rQP_EhMi7ifn-Sv5OZKk-NClLPSKO7B9LQXssd,0:4d31a9354cc8540698f3a7cdb4be0e6eee48d8db3cfd68c3389e27addca1c165,TONNEL Relayer #268,Bronze,No,5.0
269,EQD7kLAHUSp3D-GwCXgqZCKDpS3ld51kLmwlglKJ5TQGYlms,0:2120a7cffa9831ad11a2cecf70287fe3ae0db774e4db7e656a15d8790b2aecf2,TONNEL Relayer #269,Bronze,No,5.0
270,EQBcdlAb4-zvLKyIMQBQ5HxD0-qJoyEN0spet7wQqFacIMKv,0:f936f8c9dae284feea52d2cd09b37bc05a826add0b8db4090ade2116167a2014,TONNEL Relayer #270,Bronze,No,6.666666666666667
271,EQB5Z9oTIehNEgMQlrXK6n8w0ppy8e1XJl_VOt1Gi-KEAQMk,0:244e08eb1a76419f8a052908b16a8529af2029b051904f5eeaf225760b69a299,TONNEL Relayer #271,Bronze,No,5.0
272,EQDO_xBj9Enp2_PLwxBgOHnPlZaE0OYKzPzd41DJDKTnYZnh,0:d306dae2b858e328b4dfc55f44665a137dda99d70e46f84efcec074a3b55be0e,TONNEL Relayer #272,Bronze,No,5.0
273,EQCY-dlIs4i-PPUa8SLCC-x0OWrw1obJjoiGxqc_nts7yYes,0:d306dae2b858e328b4dfc55f44665a137dda99d70e46f84efcec074a3b55be0e,TONNEL Relayer #273,Bronze,No,5.0
274,EQDwCNJqFXCUJOtbGsH7e6pM-tXUIoGZMXERy5MD7Ior_wjC,0:f90cb820a3e153846bfc7299f593c1901ba8c789d25dd9e8088f80cb9a0cefeb,TONNEL Relayer #274,Bronze,No,7.118233618233618
275,EQBUwi09ovpQ_-iVZRozBBaMzfp9G0vY2pUci261_sHYPPM4,0:288a70343eda256c1df0704f764171d2d4978e349614f7653b90bd53b36d81dd,TONNEL Relayer #275,Bronze,No,5.0
276,EQB7H9gqZz2Zpc3hQg2gREPqJvs1CkUBBT_1OINWYpou6uFq,0:0000000000000000000000000000000000000000000000000000000000000000,TONNEL Relayer #276,Bronze,No,5.0
277,EQCwPN4BKd8Pbjq8hKLFOoc9TtfbkZ3JZFLSZ-gL2XyK7xjK,0:44096e25b6db5d1293569c9540973c9d9e0701fcc11f99c6672aab5534eccd6b,TONNEL Relayer #277,Bronze,Yes,292.6190476190484
278,EQCQAaALijDlrRpMTA1rJaU0URYypeznkxGyFRb9SKCZuoEY,0:864e9537f531959084da8cfe20ae8f4bcd92067d3a30bdc545561e1a86ac9f35,TONNEL Relayer #278,Bronze,No,21.111111111111125
279,EQBUa25DQFeCcyB20xhKVsCVYLeeoYLXR_qExQn6Yl-E0K5j,0:f749a38c7c70d1a9dfe74048eed1096704a42ff34faef7fd37ad6ae08831ba1f,TONNEL Relayer #279,Bronze,No,5.0
280,EQADky2uAQPwxpSjqTucKvNrr6cqeaUoZWkWtfVONrh1PsLP,0:d70c214b5e0893ae319235506ebca3d955894f9f727fbbdeb1c4b6acdffca845,TONNEL Relayer #280,Bronze,No,5.0
281,EQAHbGaASHg53OuaKCUclHDgFjwU_NRr2CAZaQSy0-V_JMVa,0:0000000000000000000000000000000000000000000000000000000000000000,TONNEL Relayer #281,Bronze,No,5.0
282,EQCB7CDgscBNJcM1lXS-hGEzFLXhEOxo4DYmmAGQPvpejZ8V,0:f90cb820a3e153846bfc7299f593c1901ba8c789d25dd9e8088f80cb9a0cefeb,TONNEL Relayer #282,Bronze,No,6.118233618233618
283,EQAd-qdW3TIwvplw6y95N_ezopguIbVGr8LlTSmEBIlFRCWh,0:fb44f30a8140531b9732e2fdb510d46a12b7f9033425589e8fb8a01be430a02a,TONNEL Relayer #283,Bronze,No,5.0
284,EQAcJmFGsVUtXk3IpPqnyOKUFMJHL5T-L_qRu3_WIicYdrdY,0:0000000000000000000000000000000000000000000000000000000000000000,TONNEL Relayer #284,Bronze,No,6.0
285,EQDdPeWk1j_AAYpQC4ujJG3ULnZiCdSU75biaEEmjhacHpyJ,0:ee83d2a3d9dc66b7efbb2c4ec90a1d31bb940cb854ac6d64d0078413e0cb759f,TONNEL Relayer #285,Bronze,No,5.0
286,EQAjwbBBEZLmKYKU8v6vZ1pBSZfadzzKedZ-7uiHJqO1Qrt6,0:0000000000000000000000000000000000000000000000000000000000000000,TONNEL Relayer #286,Bronze,No,5.0
287,EQB-gwaBQ_m7syG0WEKwFA616AeLkb46mHfhrkXKtnNzwwIJ,0:d306dae2b858e328b4dfc55f44665a137dda99d70e46f84efcec074a3b55be0e,TONNEL Relayer #287,Bronze,No,5.0
288,EQCcwBpyHfgcTL_LoD7lf0TP7qlguAprQue0E5puEwwgg_Xp,0:1afc7b9b6b86ba888520b83f7ae7d6fc6021d6fc2dbe16e2a3293aacca03f234,TONNEL Relayer #288,Bronze,No,44.66666666666668
289,EQDrpW0KVmeN2f6Brc8E_0KbcVcDPgexYGef2bO8RCfB0ZpU,0:2067cf980a33549fe0f03ef2ac6b5d78bcdd4b7edefdc9466dcb93625927e0eb,TONNEL Relayer #289,Bronze,No,6.976190476190477
290,EQBPM8PIDlS4diPUqq3mT0Sjb1sAfF2hyPVCoseZMy75la0B,0:6095d072a6e06234516ce01c2cda36444d3652ea90d7bbacec5cf50e680cd277,TONNEL Relayer #290,Bronze,No,5.0
291,EQAqq9AT6an8KC7mpFSibD716_94_JARyPDWsXFkaDmBLp1n,0:cd248a91d170739d0ec8913092338b15df51612f7ce4b2a21360067353e6588a,TONNEL Relayer #291,Bronze,No,11.666666666666666
292,EQBQphxID4FZAs_W013dGzHVtOhy8p68Na8-p0Hma6LQ65uw,0:0000000000000000000000000000000000000000000000000000000000000000,TONNEL Relayer #292,Bronze,No,5.0
293,EQAR4bka-XQkzXKg3652TBRDQUkVLqaBCbbCuXORMpn_nuNO,0:288a70343eda256c1df0704f764171d2d4978e349614f7653b90bd53b36d81dd,TONNEL Relayer #293,Bronze,No,5.0
294,EQCJbLz6LWCS2nMt-Fa5G1opnFveo05G3kPF0mRLuSI5pBP4,0:1a9b714ab7099c64dcd91c7ed2a28ffc536601d7955df0ce522699ca0b7d93d8,TONNEL Relayer #294,Bronze,No,5.0
295,EQBRczzud0XJBYwD6j6Y3GJCxK0TVxedJ9sE41_ypi6nuV8L,0:dbc9753c9fac45a1cf765fdcfa38f5d6b5c0f6a8af6917ba5ece58385a2f0b36,TONNEL Relayer #295,Bronze,No,5.0
296,EQCxAz0FzmboEAIEZCGXRb53Ph1BGSPGDoK4SYsENz0Ee31k,0:02760da8f64882a960dddafcef0b4ef3ae7ebf4855da6e00d1bb1c5bd225620f,TONNEL Relayer #296,Bronze,No,5.0
297,EQDTZYtxVLxsNmfIushHeX9-gsgUv3yGDAVldRQF97ZrM2Zn,0:2067cf980a33549fe0f03ef2ac6b5d78bcdd4b7edefdc9466dcb93625927e0eb,TONNEL Relayer #297,Bronze,No,5.726190476190476
298,EQDW_IMCE5vxSOv41f1LwM2uhkbM3D6NKYslfyFwixo9-TL8,0:288a70343eda256c1df0704f764171d2d4978e349614f7653b90bd53b36d81dd,TONNEL Relayer #298,Bronze,No,5.0
299,EQD1bMbeHksB_ZJEYvDb4xBMSUuiA5eCayMaF-78Q4_ziO2R,0:0000000000000000000000000000000000000000000000000000000000000000,TONNEL Relayer #299,Bronze,No,5.0
300,EQAZ3mSCCxo0mzPsS4azYuzFoNwrC45qAHCglL6VFCttOH6U,0:f90cb820a3e153846bfc7299f593c1901ba8c789d25dd9e8088f80cb9a0cefeb,TONNEL Relayer #300,Bronze,No,6.118233618233618
301,EQBSIpMRpMR-2YykQF0duWFe3HZmgVG5wt3NvES1Lqc0CtSn,0:f90cb820a3e153846bfc7299f593c1901ba8c789d25dd9e8088f80cb9a0cefeb,TONNEL Relayer #301,Bronze,No,6.118233618233618
302,EQDoHLl0u7jQd7JcyZ-tTnh06RtV4ebTmGW4tdeX13mYs3CQ,0:307c42bcd30ad814c3e374156b59c2bec79e0a74c0a9c57a22e36197afbb5ba3,TONNEL Relayer #302,Bronze,No,5.0
303,EQDOWHfMDBprL3rEalEQccf1-MEy4dI0Cz45fuE7776eI_nt,0:a4fcd4a06f73194df4b55d6a83cda26eba078f3250d68ba1b42ae12b7b8d438c,TONNEL Relayer #303,Bronze,No,5.0
304,EQDHHXU5hRYhKwHQCp-p-THnj02ccmpKU5gM6wluDSRz2W81,0:b63eba248d21bc113bfecd49aaa057e3b037891574855b4422c07f71fb841fd1,TONNEL Relayer #304,Bronze,No,23.333333333333336
305,EQDvKjGRlv-f8PSVk5Ku698B18W_YNur43sAcNeciot2WIRg,0:0000000000000000000000000000000000000000000000000000000000000000,TONNEL Relayer #305,Bronze,No,5.0
306,EQDBh8onOak4ebbzDTS9PHpqErNrvrAm_DNy4OrdRQN796_Q,0:f107e8ae224552092e5519ef406d70b2565edf00bf6c7b081c0ca1bc9dab94c3,TONNEL Relayer #306,Bronze,No,5.0
307,EQBDop8A-wiejzJt1-b5turViy0mu5UqRInlJbbOXI_w3Ury,0:95444edff07d12a85360c5c63a7beea147ee240743519757c2df12770a6ad49f,TONNEL Relayer #307,Bronze,Yes,6.0
308,EQCnpw8MOjyvoGEeQCfUZbwvsHzCqfOh8e_FT5V5Eh-FMhkw,0:1afc7b9b6b86ba888520b83f7ae7d6fc6021d6fc2dbe16e2a3293aacca03f234,TONNEL Relayer #308,Bronze,No,44.66666666666668
309,EQCXlgGK9AgxppBWW2kr4XLE5XXbSHiVfg6qA7HnTIIOpjH_,0:59fc925025e2f46541760d395d04a3c72679cf10c6a5b3ea70e13d63479dfb58,TONNEL Relayer #309,Bronze,No,5.0
310,EQC7ceoMIbL60HZGpKSWswStNJLeMQvAjHQopu7teKAW4hOV,0:2067cf980a33549fe0f03ef2ac6b5d78bcdd4b7edefdc9466dcb93625927e0eb,TONNEL Relayer #310,Bronze,No,6.976190476190477
311,EQCetd41jTXXZUzIqC4DaCzPi5d-zAoLNQC3xxNzBOcLO0d8,0:0000000000000000000000000000000000000000000000000000000000000000,TONNEL Relayer #311,Bronze,No,5.0
312,EQD1iT5heY_uMtqnIoRjg5-0xxO6O9Njo8I6UU93acKQwBVb,0:6cfdbc8c5cd9cd8adbcbcae69a738a2d340a84da6cc20490c7919e08e63db075,TONNEL Relayer #312,Bronze,No,5.0
313,EQDVwASAIH9WZPzK2isdyYYPC-0ZOhQXM_x_kt-1IkGS7Wdq,0:f90cb820a3e153846bfc7299f593c1901ba8c789d25dd9e8088f80cb9a0cefeb,TONNEL Relayer #313,Bronze,No,6.118233618233618
314,EQDlKPDRAwiPePBR-gpe2mSdJBOUjWZ-pRNUX-xomRFvJuBq,0:228f2321c080abe5cd11e92c3d1c714fce8017ccd8604e0fe73a7877513d294a,TONNEL Relayer #314,Bronze,No,5.0
315,EQDToY7f9G-Op1Ls2FlAqrcC53RpCDIitqQSOuLUhaBt8a9L,0:f90cb820a3e153846bfc7299f593c1901ba8c789d25dd9e8088f80cb9a0cefeb,TONNEL Relayer #315,Bronze,No,6.118233618233618
316,EQCVQPpia9A-tinY6GtTpBvimy7LjfH2Bys0kWcLPNmuzo8W,0:da16d311d506f0988e2e9ca5dd573d20f2a9b4066e6086e361dc4258d6d021cf,TONNEL Relayer #316,Bronze,No,5.0
317,EQAHEX3LahlWLK51Q5z6UzWkb7n2U4Nuui0YHyRLLZcjCy0b,0:0000000000000000000000000000000000000000000000000000000000000000,TONNEL Relayer #317,Bronze,No,5.0
318,EQCRVxXFvVP9JDnWvCtcJ6JX0Jf7OuvV5b2noMRxqoUEP3a0,0:6682146fe0f655ca4b7b59dc958164412f42ae69f38cd7e32f13e58e3127745e,TONNEL Relayer #318,Bronze,No,5.0
319,EQCq4KLJdjNuyqsNHI4eiSlcuBdtFIbFiSmslO47aCi2yP6D,0:87a1d72ff3377c831d921febd553f4aa366928628c0cf7166fe88eafb024dcb1,TONNEL Relayer #319,Bronze,No,5.0
320,EQCznYD5ooj2SaMyhiISG2chvfR2XBlZhnZc4rHui3WMxHBG,0:244e08eb1a76419f8a052908b16a8529af2029b051904f5eeaf225760b69a299,TONNEL Relayer #320,Bronze,No,5.0
321,EQCEKpwpceDGmGbGlFgmMriZ8s81hyuTm2rm-rIPotQTmlUc,0:9fed171c72cfb8245230346042d0aad139adec61822f212972ef5eedf24787b3,TONNEL Relayer #321,Bronze,Yes,5.0
322,EQA5udiq90jmELB60aTqKL9yzNV8K6-dIBdyzCc7eRqrqt6M,0:f90cb820a3e153846bfc7299f593c1901ba8c789d25dd9e8088f80cb9a0cefeb,TONNEL Relayer #322,Bronze,No,6.118233618233618
323,EQAp8Kj9Ilj9QPyAKbWbz8FcjSzZQEpmKLBxFCrud0bfVKy4,0:1afc7b9b6b86ba888520b83f7ae7d6fc6021d6fc2dbe16e2a3293aacca03f234,TONNEL Relayer #323,Bronze,No,11.710317460317452
324,EQDLHfUKRfP71KoQmg0SAPpE3Lf6mmc3OcCQl6Em7rbCKSKW,0:855451a673d698d4a1308cbe4f490a9a2dc7d1539ebd79d00cb9cbb1fc1fdf51,TONNEL Relayer #324,Bronze,No,5.0
325,EQD1B-kn8myDrB5w48WCW283qFcW-PfZMya-Yo-G9XTM3XdT,0:1afc7b9b6b86ba888520b83f7ae7d6fc6021d6fc2dbe16e2a3293aacca03f234,TONNEL Relayer #325,Bronze,No,9.234126984126984
326,EQB9jkdvk64U-bL3fZ4hUlLaebZY7ET2gdZ4yeVGeNdBCw0T,0:0000000000000000000000000000000000000000000000000000000000000000,TONNEL Relayer #326,Bronze,No,5.0
327,EQD7gzTKRS6cBM3WtEPjBPDqIRhlIXuIWFB1KXkpyCR_-wA9,0:d306dae2b858e328b4dfc55f44665a137dda99d70e46f84efcec074a3b55be0e,TONNEL Relayer #327,Bronze,No,5.0
328,EQAJ7UjKDudEYXUz5G-xmGWO4EnpHjg8liY4vlA-XwnbIkFz,0:696440a958c0d505e84a01c4c8788bfb05719dc5ad2e3863cf093eff4d909647,TONNEL Relayer #328,Bronze,No,5.0
329,EQBtwB1Rzt9kiiewO7kQeipmbCzolyugmFGQjX9v7JPKqZ4g,0:d3790857901f3db61a08fe38b61c7a5adbcbe4f96b4e901603e34b6254db3964,TONNEL Relayer #329,Bronze,No,5.0
330,EQCUcpoUBFwr5rONK_rTEEB-5ZzJSPXsxcRtSPN2B_D6yElK,0:c518062920edde72b699dbc063e671b928871b659a831219b2eb570509848880,TONNEL Relayer #330,Bronze,No,5.0
331,EQC4eNfX5_Rkc9YZWkbTb910ljw8AaggkeK-zDzCRMKcl3jP,0:254634fe1378b69763791b0555f174e218b217feef61d6496ed855b2afca2976,TONNEL Relayer #331,Bronze,No,5.0
332,EQB0xzE0WQVwFxberiQYUS8fVsVeIT5sC_fsw5Gjym4aw_N_,0:fb44f30a8140531b9732e2fdb510d46a12b7f9033425589e8fb8a01be430a02a,TONNEL Relayer #332,Bronze,No,5.0
333,EQA85ZYV0EFnnER7Et7Su_nUqCD2W3Ec8ESlYbysKCi0u0yF,0:8ef1d9a0169b47c287b7b4ddd344657aad56de3c9e601172d14afe3cf2fdbdeb,TONNEL Relayer #333,Bronze,No,5.0
334,EQCE2ajPVtqyFVMRGg5cPZC8zPy3sULkB_uQHlT1qxua4gYk,0:e8280a4dc310871b5d8896c61f179f82b3ccce6d7ced15c98f913c456f60bcd0,TONNEL Relayer #334,Bronze,No,5.0
335,EQBCT4RG7X9TUpyHrosaobEWtTymSUsr-goh2VGpSkOH8NeV,0:e24ab187164a8cb01a3cc49c891f4032e42a43b11bb5ced78efd978faae6fcb7,TONNEL Relayer #335,Bronze,No,5.0
336,EQAzTHSsWAuZW1CnAX6vsHG_4eC14I0ea-4REHtK20cJWFCM,0:2067cf980a33549fe0f03ef2ac6b5d78bcdd4b7edefdc9466dcb93625927e0eb,TONNEL Relayer #336,Bronze,No,6.142857142857143
337,EQC7UgEGMEWC-QzZ8dwuekup-KaC7MxJPqNXnCpP7If5xOna,0:9d92283f99897ca6006e67174aa89d6f8933040ee458ae4ad10df3f5ccaafb05,TONNEL Relayer #337,Bronze,No,5.0
338,EQAdIbmkXhD7Dq421udw4SjB0e5sAa7VKHJtWV19p2EDDv2F,0:1afc7b9b6b86ba888520b83f7ae7d6fc6021d6fc2dbe16e2a3293aacca03f234,TONNEL Relayer #338,Bronze,No,8.678571428571432
339,EQDTmEkCYZ3vVl9SmvupDq0q1imp0TxgM-X8NmAeegFXnwTv,0:b02ab7383082c7b3919a231db18ac9a0a5fb45e4a57a64c5b7f1fbcbc7c2bfd0,TONNEL Relayer #339,Bronze,No,5.0
340,EQBFWN3rATZB9ymkJe2ePS6Cq9xTpYuF52wvZ2qzl1Xf8fmc,0:1afc7b9b6b86ba888520b83f7ae7d6fc6021d6fc2dbe16e2a3293aacca03f234,TONNEL Relayer #340,Bronze,No,9.234126984126984
341,EQDFvlmtnMGgbU5W1zu7rSd7BF1I5znzql6jDowJcC28v58m,0:eac9c7482dcb405a5cf0ddd50809ea83e5cfe7f3d612e07f1d6871299b340ac7,TONNEL Relayer #341,Bronze,No,5.0
342,EQAfWW3D0ZoA7x6pT0Q-hGB6LjIH6_DIcK2Ok-HO1t34gs6d,0:c81f2935aa552f20cdc958b8afaef4b1ad28de86a4d1d41bc4589fa63cc93f4a,TONNEL Relayer #342,Bronze,No,5.0
343,EQCX0XXMvXepKwwoTc2X8hrupeafdDnryf-_nVgDPbouown1,0:a019d2faa0e7774cde0242f574821d1a97a3a5ae290a5fc3d014ace87dcee832,TONNEL Relayer #343,Bronze,Yes,7.5
344,EQDZjTt7oMtg866FzujZMefqVqc9qyFhZ07b8gN47CKt5WyQ,0:4e0c0b9d93dfc479e7a594f6a8d79d17ca23f5f3f2a92f37b754551ebadebe13,TONNEL Relayer #344,Bronze,No,5.0
345,EQAJsRewWGa4Q64xxKBrGwF2NqADZGuECZ74h-axzO-pBg7k,0:4e0c0b9d93dfc479e7a594f6a8d79d17ca23f5f3f2a92f37b754551ebadebe13,TONNEL Relayer #345,Bronze,No,5.0
346,EQDTDynmBL82nUjUbRPyHeQCGS5wbcujb-a83lR8989MT5zm,0:7366da609d37d4b2ec8b45b8453d6e1c259060b763142c7b7ff68bfaea27dab1,TONNEL Relayer #346,Bronze,No,5.0
347,EQAR7W34TezpmLlEBw0x5zzewA0RA-WPBmUb8P6BaUpbqwO3,0:1afc7b9b6b86ba888520b83f7ae7d6fc6021d6fc2dbe16e2a3293aacca03f234,TONNEL Relayer #347,Bronze,No,43.83333333333334
348,EQBTol7LY25sRB9YKphAjoOGL6Ksur3Iuv-sCWtaB8TEH6nN,0:4e0c0b9d93dfc479e7a594f6a8d79d17ca23f5f3f2a92f37b754551ebadebe13,TONNEL Relayer #348,Bronze,No,5.0
349,EQDRFck1ufRY6njkjQN_qrNbaNu3q9ZOzzFKE9jWcDAvF1Y3,0:01d9667ce55c8fd4c35407da881c9c14de2030254dfa2c3de51d53ef46cc6e54,TONNEL Relayer #349,Bronze,No,5.0
350,EQCEoAPZI67MyW4kvIs6im8jkhWXbekTwkwzPPuruQW0DJwG,0:48cae32de57800b0c78c4800a95efce8571028019129b166f7958b9ece019c34,TONNEL Relayer #350,Bronze,No,5.0
351,EQCjUPGjlTEEi8GIHOB8xcpMsLAOk4Rl1ccfbhRIiJmkOPKO,0:0000000000000000000000000000000000000000000000000000000000000000,TONNEL Relayer #351,Bronze,No,5.0
352,EQDxVgPMYBa3Nbb2F4c4VbzDZNn9Rfs69uQPr8c0KoBAKQg3,0:a3686bb2b3f670b9c1ac7806cb553bf5e61a09b97299a0fc48d9447b0b7631ac,TONNEL Relayer #352,Bronze,No,5.0
353,EQAICY7J3dnbFqsdC-L3BeK_SWFPb4USMbhYbmpJfUa6FDAs,0:3a405d607a988cdde6506a73c1ee93172adc92377371b7f84ebdef7df94bdcbc,TONNEL Relayer #353,Bronze,Yes,5.0
354,EQCzMTVzmkjz0-tEQewC6FbjfReRUvthaCLo_KkwTvNztqDF,0:1afc7b9b6b86ba888520b83f7ae7d6fc6021d6fc2dbe16e2a3293aacca03f234,TONNEL Relayer #354,Bronze,No,9.904761904761896
355,EQCeXbPHWR2KTGn2XsbkmEkaLO1XiWbZz--PVhuaR2M2T-8u,0:2e3b41b8a866af768e47e3611ab688d4e5b18f0d06e827f78189e9e5f1cb2469,TONNEL Relayer #355,Bronze,No,21.493506493506494
