,OWNER,NFT,NAME,BATCH,ACTIVE,REP
79,0:b28e30c543960652ea8333c8cac4a5f15c540d3f6c187578dbd431388a45bdef,EQD4Zc1lpfngFGDdv3vWFbyPEMU7qAVQVogWym8sPMGoGdZP,TONNEL Relayer #593,Bronze,Yes,5.0
80,0:f3d1969edb68a21ff5a697bfafc219ee393de8e362d31d85c1cfc33376ef1f0b,EQA32pNp3TEUtCiY5PhgFgo8pZieeIuFYKrNFTzNR-HkFhr5,TONNEL Relayer #125,Bronze,Yes,5.0
81,0:ed769a34668b9d1db9221651f4f970d3555454f484135c99ed3fd5865b3548f9,EQCsd8ZctV5MXqNs5O6yaf2tqunBT4HWQ0XQHYYt209j_9n5,TONNEL Relayer #512,Bronze,Yes,5.0
82,0:eb70075b85d535c6349ae0173d40f619b2d3d4db33c256fb120c5860e380e83c,EQDgw9QrnvOBVaEWxdMyMgKPTCWygHWIgkH-P-Luve6CBaUo,TONNEL Relayer #363,Bronze,Yes,5.0
83,0:ea997130cdd998fc21302082c965806c1130d76311bdff3110530e5404b95245,EQAdYiBQwuzguR49ZsHWtAeGZ2fWOVMgYYKGjZmp5cZj6oNL,TONNEL Relayer #80,Bronze,Yes,5.0
84,0:b5d12c97945792bbd4bd9a977f8d0bd56d0ac17053b6349a9311379bcd76b9f1,EQA310L0BmfLcdGjjGakGpoQNRbl9kDoUqgMhoSrjY-HAqoa,TONNEL Relayer #623,Bronze,Yes,5.0
85,0:d97ae4c530a62c63b6385ddbc04d74022035a075e8b94d929222ab6e9b5471f3,EQD5JVbFwgJqmAQiGUNNR49YL3qBUU1dBQPtXYG0tWL_1O2Z,TONNEL Relayer #158,Bronze,Yes,5.0
86,0:c11f62c75d0301d5b92bf04f2d8b3d966f79924fcd8118b235d968b6ce9702cc,EQBp3n28PPK2Ezbt2dXYGsFSYs851ieUkMph2nUrLivMTI0w,TONNEL Relayer #546,Bronze,Yes,5.0
87,0:b855040a3d3082b1347a12dc1d115e1270472cda85da92cea8b24745629ddc4e,EQD6_xykdLfDfO_K1dBK4eIsmiYdMxFXz_kEUSW63SZTUgq0,TONNEL Relayer #478,Bronze,Yes,5.0
88,0:b8c2e353cc37907fdecb9aaaf25f8d9e75d7f9f611ccbb82ebb22cdcb1ee0ac1,EQCKEhL0S5x_y8QMHq4ukgxF2eH9MmkWp9spPdWVcQ6lbw-b,TONNEL Relayer #649,Bronze,Yes,5.0
89,0:d4287615bf7c6f2d531e0a76f53ecbfea37b2d35b6ed70389d2520ca64b06a65,EQC_QP3Udixl_AeIxoz5fzqglU7k8ocgA_fYKdU0BJ6iDnsY,TONNEL Relayer #527,Bronze,Yes,5.0
90,0:d3cface75770c1cede3c5ed178a4e008ceaae545709d8e9dbf92a15f902b02e5,EQCIbN6WFR7xhMi9jdzu31X0mbH8CUG1BKcs1ux4uPp335GT,TONNEL Relayer #658,Bronze,Yes,5.0
91,0:d0a8aeceb763744160c61ae969f874a3d949d5390f4cc9100aadc4404a9e5f2a,EQAGs87Niv81GTByb8cvX30qigsD8fqVs5DGYm3cOPvZF6Ef,TONNEL Relayer #629,Bronze,Yes,5.0
92,0:cccd12ca10d77c9c519e0f050545921eee2a48f7d897bf8b95a9b9533968687a,EQCGRKxtg8Dekc2C9hFTG0pSXyYLetklruywofQppL_O3BLJ,TONNEL Relayer #130,Bronze,Yes,5.0
93,0:cacc1d1f713205190b77898c8af54da0b9d4a54ef067a8ad7218e74b88d5ded7,EQD_Uepvnp6dk4drcP2UhVeK7pgchMYd-3UA8jvIMh4gab_X,TONNEL Relayer #642,Bronze,Yes,5.0
94,0:c94f297550b10fabe79e48dde281874bf5ba7ab87312087671202b08c842a44d,EQDoHeqmie2LEK4difk74emsxpOvUUgBliwRIHa5w_ZEMV6z,TONNEL Relayer #609,Bronze,Yes,5.0
95,0:c7807b0d4aedcf21c1b1f3e0d5a2c41abbe992c199797c4384371deaf12cb77c,EQBlc7e_FsjrNXw32CrrL-pkEG3-rU6_NujH9CdYWo3TAMsJ,TONNEL Relayer #94,Bronze,Yes,5.0
96,0:bd9a84a4b0387b74cc7af1cf401b0aa337ab5712754ff71fe87314351b80518c,EQD5A9rkTrmlueS8P3vOZ8pr8cjV25U6rDCFBTytLANJcA29,TONNEL Relayer #650,Bronze,Yes,5.0
97,0:be28847a3a2a90d48679631a588d57d0660175be6a898e1ffb32a828b795c00b,EQClFIV6JlGuoeYWCtEwB8JFVnpjX2v4_uk6eyjhO1pPL0Kn,TONNEL Relayer #611,Bronze,Yes,5.0
98,0:c6ef49eae34de9a2768bc6a1b0e91fef96188dbc4bf2171810d5a85de532ed82,EQCRIhbY03UWO9Bju4V-gXRgJcctatYXyG5dRj0m5gBA9jpw,TONNEL Relayer #506,Bronze,Yes,5.0
99,0:be7eda4b7a30c5c1253462799d211f55da58ae33016c247f1eab32bdd1dffc56,EQCghjRCVBw-rPwK1RpFRxfHtg0ZPLz8c7d67y8gxkbt98gx,TONNEL Relayer #646,Bronze,Yes,5.0
100,0:ce150b305ebf34445e1e9944a791c71821c2c8410b0366fe07b423480604d94d,EQC0AaQE48A7YW4CYUO3XEiipGsYCjtNuH6fGZBfXrLvyD5K,TONNEL Relayer #106,Bronze,Yes,5.0
101,0:0180746a9a4655e0cfe1420582fe75a4e9f03d13b8af18de7fb2d57f03b86538,EQCGMsJlJsgjztiuIeUNkAFPLyrK2Ha-dNQxri7dQlGw00AC,TONNEL Relayer #434,Bronze,Yes,5.0
102,0:aaffa6e2fcd2c4cda12977dfe956cc85db3ad407d2332ad0f1bbdec678cb85ec,EQAor4aoGvm3ypn8kneOAOPJBFzA_BfRiWy2ofrASqQQ7q4O,TONNEL Relayer #634,Bronze,Yes,5.0
103,0:a80abffdfb49ebf58003946286b30faf8b4ece0cf64040985e82b51143b22a9a,EQCAabeV_KQPiEbbjs3yAy0kQ1W74HK6N4nFd2T0ZNURxFZR,TONNEL Relayer #63,Bronze,Yes,5.0
104,0:4c8726e51b6e3e67576935d92896f1882f21c3d1d99642d77f45c4395906a9b9,EQCRTbitdwNcbCV5RaCpqnSXvS2BsWFF3LJW0eCSskd-gM4s,TONNEL Relayer #621,Bronze,Yes,5.0
105,0:4c388f579ca89bbe942110d8a62ca4b5b53edfe3da8e23e82b0904d1f00fc968,EQB_lkYWJu2pxyLFtgJsTaKNu9s3IL1W29_SkDkIqXnH8U5M,TONNEL Relayer #501,Bronze,Yes,5.0
106,0:4c0b89df5679cfb2a118b83b801d8fc652489f5e1f340d19fe9ac7bf3b71cb9b,EQDAOTKSh-nVbcPK91_cWhqvajcdUTnGWxKTqTDGkiOLAEWv,TONNEL Relayer #641,Bronze,Yes,5.0
107,0:4985414090ae2e720412f00ff9fc72f083fa86fec866c1ca14e8cb879a03db79,EQB_bgWC8UTK5Jgg8mFUXlcnJo9sNNTOVXONnCYcFDglu8C8,TONNEL Relayer #117,Bronze,Yes,5.0
108,0:485299a5cdee7668bf467cba98d1c83050a24e54c931bf7e77a00d73576516a5,EQDwGQOJm3mMxei-79vNLATc6AfU4gdDcdc9k1xDu5DaCr-o,TONNEL Relayer #89,Bronze,Yes,5.0
109,0:42b583d7b22bdaf7d3963076c259f802bce82c81953433faf14146d31c284dc1,EQAuWhIZM4iyWETYr48zoAjrZee_PtUYUbp3wf7RfZaW5Ekw,TONNEL Relayer #637,Bronze,Yes,5.0
110,0:426a27e52737083f88c751397ded246230314ae46611e90077a4571765b769d0,EQB_1zOjm7QNowFCrW8DsMr5zWLFy65y3LTdk8Hlvo6gZENJ,TONNEL Relayer #456,Bronze,Yes,5.0
111,0:3a405d607a988cdde6506a73c1ee93172adc92377371b7f84ebdef7df94bdcbc,EQAICY7J3dnbFqsdC-L3BeK_SWFPb4USMbhYbmpJfUa6FDAs,TONNEL Relayer #353,Bronze,Yes,5.0
112,0:3583e36b24481e5a896d292d2182f65654c73c41afed4673ce50fb9f4f208aa5,EQBRWlfOjZQEY5dWF5QtqVnC8hNpJoRKmtdk6i2KhVls2NGm,TONNEL Relayer #503,Bronze,Yes,5.0
113,0:31a99a96cf1adf4619a3987a1554dc5aeb8d11ef2e38f7f4365b6f8e7bc01cc3,EQDVY7E-uKe6i446NMOw8BQKubG7dickhzwFK4zjRnvV022W,TONNEL Relayer #241,Bronze,Yes,5.0
114,0:2dfd5e74cd9cd05bb86316da9a8f6d193e737b7e9e05e57fdc2905b192dfc330,EQABCpX8zDt4zV0L8cgpc9l3EJh8GRgL7dm0VgPLwyN0AfcR,TONNEL Relayer #600,Bronze,Yes,5.0
115,0:2d00b07ca99ea8ff6e83b4f3e274505be4bed0046d83885ba4ddb384d2e40e3e,EQDZb1uv2Xy40HokDjwSx90Bp51iaq7WASd9Csq4PXv6YSKS,TONNEL Relayer #84,Bronze,Yes,5.0
116,0:283aabccb834be2cdb07d74aec277d95a6f3acf6b516688577b82fd4fc6bc54f,EQB0Pa9UcxJ0pahYhtc8MZuoYThY0N7p5uEu-bATZfEftqa3,TONNEL Relayer #127,Bronze,Yes,5.0
117,0:27d3c3bd98dc2cd7d1403a31085c24b1b92952e5976b0c151a5a908d8f91e54f,EQCkyyeUTc8Oq9cjuytnKG0bUGfJH3ulIv3tARKrokpqTC8C,TONNEL Relayer #464,Bronze,Yes,5.0
118,0:266921e8a274580db4d6a9f403a0375c712a2ce7f26634bd1e766bbdf8a22637,EQBQ66tJXZ0-ALOsSm1Fhv-WL1afcezRxmkb5278oa-F0so7,TONNEL Relayer #477,Bronze,Yes,5.0
119,0:22c9b76776c1a4bd7a6109758b0eeefa8f011310a3f76933363c18c9ee743f4e,EQAMlG1UKkwOWJdEMfAsN16vqj8OwyW8OSSJivQcsFsj8Y3Q,TONNEL Relayer #145,Bronze,Yes,5.0
120,0:21cd49d0ca6bd1285c61bc5a8e2afa394121bcc203478675f67523e383cfa6fd,EQAHNb2Lp-7AevWIBysBWatGNroqvZwAZZ93qUbXAbceVWoj,TONNEL Relayer #566,Bronze,Yes,5.0
121,0:1b7efeda2e32bef4c5b25a6949e1196dd9cbf1a86339cccb2a8ae6a2098bd34a,EQD5yZIhDo2KgM5OdvytiJcoHBdCou6QjYeFBYL9O11vWVRt,TONNEL Relayer #601,Bronze,Yes,5.0
122,0:1b606762727f678148398055b34271639bdc4ee5da8bbb956c28e029ef541508,EQB7zY5rbJBJznYlu5DFVqd8j8npDEAUSuvY8Eap01I-f7ur,TONNEL Relayer #612,Bronze,Yes,5.0
123,0:1ae3f7662bf185bbb8321b0a6f731e73793bc40addac2c8b3cb53bc1c15eb1a3,EQA8jk9gan4lEVcSs0xKaFZKACauTo5xdOdYCmjr5HouNjz9,TONNEL Relayer #604,Bronze,Yes,5.0
124,0:188ccc09a44edfaa3f71021c429284d9be86bda3416132e49541b07c1144ca2d,EQCIQggbIRDUCZilsn4yIZGzDMjxZPmxQZob5Gu30BcLe0iI,TONNEL Relayer #165,Bronze,Yes,5.0
125,0:17d209256bcd4dc6cf7ef6b9ccb9abd2c087c5eec2573e9dfa76379e032e8009,EQBf4ZygG0u5LgpTqwiA0rmhwoYxSNjka156vrmzghVvB9M-,TONNEL Relayer #41,Bronze,Yes,5.0
126,0:16ecdc56e1436bbf34ba3db8831a1008c7b6a775a71c82b6ffd256cc7aa39c4f,EQC_6bDiI_6IVMZg-4IAZ2jLKW6Qc4d4HrFeuS_kOOar5hQ_,TONNEL Relayer #72,Bronze,Yes,5.0
127,0:131d22dc56532c61c7959ebd1d4950bffd728d09854d697381fc74aa91673d46,EQCM7Plmiqp7IjYTl0QjeAssiB12PBmpSxHLnTqRx9-W3KGP,TONNEL Relayer #620,Bronze,Yes,5.0
128,0:122974f84c8ce2fe70de6decd765579f17495a13bdaceffed2aee808dac933a0,EQCM-Mjaki8vCD7qu1baWy3uvLZWgJms7q-inCh0OUD-ynxi,TONNEL Relayer #603,Bronze,Yes,5.0
129,0:0f88687eac47884fecef06682bb56ab95799ea1489aee820e66e5b98abf06fad,EQAlaiMVCw2UvLsN1U7xuDE5sIPtlSUkQRLF5dgkUi-mazx4,TONNEL Relayer #367,Bronze,Yes,5.0
130,0:0dfbee091204468d657fcaea4c07a61aef0b13cf21313a08139dc806c4f93470,EQBs3dtBJtdgbb5T9f5aA-k2fG0HaK0Sq8-k3jy2vQHI-Zja,TONNEL Relayer #233,Bronze,Yes,5.0
131,0:5050773def569eeccf9170a8c333515b82504b7b56f55ed2d5684350346f3157,EQCLpkpQpCt53WqZWevQklIUFWaSgTpEIdII5rXkbicYMCcn,TONNEL Relayer #640,Bronze,Yes,5.0
132,0:541e161caa3846249765be4c426db8ed476e3103d97ed0f6a8420671147d4237,EQBIJ_qbt2qwU_H8BzuLlctAxxuBNFNl5XHPsNbPxD3ahLWm,TONNEL Relayer #651,Bronze,Yes,5.0
133,0:57055c9ca79030c48973f17d370f2ce8625349bf50c595327333c14df12b5204,EQB4Lt-A4wMNNFVLdolieROaNS6PgFP-WQ1xVumm9LqrUdzY,TONNEL Relayer #657,Bronze,Yes,5.0
134,0:7978f49954f2d24fbf940c8f1617b39d651cf1448f8c7fcc50155bf16769f90b,EQDRYPHwjo4zeTRbfZ14UvY8D52nytP-a-S30DGj48ucVdsH,TONNEL Relayer #648,Bronze,Yes,5.0
135,0:a54ff787906fe8275ed51a5dd1b128b8f63dc04619d72e2f9be91a8a88fa0eab,EQAAXh4IfPgeLsrQEVSF7gEDpDRtQ6I5pypgjaqmGpdR9zov,TONNEL Relayer #619,Bronze,Yes,5.0
136,0:a41e3537ba31b45fa627f45dd6a8cc561e1f1542c6d0b9933bbaee3b13e7def4,EQB5pyMGnL3TyzybQgxJf0sv-422GVbzj1KFVpvaJWgN7MNF,TONNEL Relayer #610,Bronze,Yes,5.0
137,0:a3686bb2b3f670b9c1ac7806cb553bf5e61a09b97299a0fc48d9447b0b7631ac,EQDrixrQp1Or5seUYTmkHFclIYUInsh4CSSUSO-D7KLioNgv,TONNEL Relayer #111,Bronze,Yes,5.0
138,0:a335d9fcfe8361d288ae742c0443fc964f87d5bb6af96ed99e07c3a8a1af171a,EQArRX_adZYIkKDFD6T8pvDfjYAwqTrQhJe1XcrqX5UAX1Bb,TONNEL Relayer #636,Bronze,Yes,5.0
139,0:a16cbd8ad72bf20f611d812ae52f1af3fa0b28040cdc884ee6adca36c3b24a31,EQDeSszLCCT9qBYbZ2Tsb6GkogU_4tSWjGc13FJXMdBqSzBJ,TONNEL Relayer #87,Bronze,Yes,5.0
140,0:9fed171c72cfb8245230346042d0aad139adec61822f212972ef5eedf24787b3,EQCEKpwpceDGmGbGlFgmMriZ8s81hyuTm2rm-rIPotQTmlUc,TONNEL Relayer #321,Bronze,Yes,5.0
141,0:9cfd8c8a7319f70a30602888911d13bf29a18e295b2b75ff5e387391d2c9d7ad,EQB8kAA9GH3hxlXgwbiNS7QZhbTLIlKJnaB4KUwaZdGpmtOC,TONNEL Relayer #92,Bronze,Yes,5.0
142,0:9cb46ecf51b7fe1a0d16465d13d965fa0a349a01600405b3eff7290a9008f4e0,EQCKlKyrNsGrVuEyqc_Tpir_XZbfe1Ix1zcyBsdFfTn0FZF8,TONNEL Relayer #495,Bronze,Yes,5.0
143,0:9a264f374467f1d1a314aff21139457a65e764515b29f9fc90ebb8b54953e12d,EQD2QwAXLHayRJVrfc0VAgLqPsO93J-PfYrVKDqgdQ6_jlsn,TONNEL Relayer #577,Bronze,Yes,5.0
144,0:978955c8e92e49ff84fd4c4aa415db9d934cb4477e0bce934e4c2d38993ec7c7,EQAdwdbweS4iCLiQ92u9ONU9ZehkdXoBNqij0kuzZMe1s2R9,TONNEL Relayer #659,Bronze,Yes,5.0
145,0:95dd2aa2bf482cf57b93db25be07c26bf1a6e9f04f05f7a96426fe6c5e8ce764,EQCg976I5X_xPWGxTCQV0gUB2sw6MpSR_cbo9k4rrR7KkO5D,TONNEL Relayer #454,Bronze,Yes,5.0
146,0:89a3480667ce3a59f08d4b9b5d2e589bc7cade3759625e584b25634d534f4d93,EQAVXUJPGGByqse5QcXAfkl3Avxv39vlyJ0bsR7vYdglUkgV,TONNEL Relayer #656,Bronze,Yes,5.0
147,0:786b573353de101c3c2c232d684a6886ab9a26f6dddd9099e4fe7b2342de46af,EQDymvLEgObhAcFyFLfwaI7xIlYUkWyJ9PrU2iNHEEOR4l13,TONNEL Relayer #615,Bronze,Yes,5.0
148,0:5801a524fccc00e9bbb8d176dce2e5aff972a58f25df8149bc365752b58209fc,EQAkA3_QzTz0gkSvzAvfZlvXaKDLiT-WdGRBV3oKk98EjQnH,TONNEL Relayer #616,Bronze,Yes,5.0
149,0:77ade166f5b68e169cf3c80f5575d8cc069276eff70cd01b8281c2e0ee07c17e,EQAFdIyOUF1FePSmJEm1aCV4yHmUuJPuU9hqZ04mAMPJlRth,TONNEL Relayer #635,Bronze,Yes,5.0
150,0:7638d9c98de8fda88d8851d25a02e24247ceec8f803afcbbf1c30d6173f5c3bf,EQAeFgFsy0CcvohG2cxleS6vbulqumGRpWIC5A1OKqU9H0jn,TONNEL Relayer #631,Bronze,Yes,5.0
151,0:726a9944005096954cf08fbfdbfbb6c6d0a798db0aa6232e3c66e689b7153fc0,EQDAlJbr5StMm-hU3l5L8BWs6ls9uOq-EQ2xqwVoMjWf-V9S,TONNEL Relayer #105,Bronze,Yes,5.0
152,0:69299175be6a2c066a2c1011687142dd37a9860aaff77376ac76b73be02405a5,EQCI9nW5H472kV2Uqiz3EkWjmGyjtFp4TvFsVkJOqb-NS6zn,TONNEL Relayer #493,Bronze,Yes,5.0
153,0:6536e8635cbd2daa968584c51cb9690f1bbc482523aabd1658d50cbc594de5a1,EQCec6LfZmIKPFuMo6kzqRedoUUM9OAprLoasEaYr0kVgGus,TONNEL Relayer #617,Bronze,Yes,5.0
154,0:623c27f7315ef73c728bc0003a78a3fbfa1ed202e9b34718b9a5720390033a2b,EQC8lpP1g_32gh-lm7Nbwb70hKZVIYxiVRru6_qZ7ebfqubN,TONNEL Relayer #445,Bronze,Yes,5.0
155,0:61bd908f01baa5a8769caf8bc62ff548ba35a3ed8f1e33a4f4d61a79967b687f,EQDvvF-9rjaE5Z0BvWC4KkVKMwxn9zDPxDV-DhnTUauzIOGn,TONNEL Relayer #50,Bronze,Yes,5.0
156,0:615c0d466777052a8af07d0d9dc02df6b339a42eae418960bcd61ae272fd547a,EQDuvTtaV5ia9WOBUFasF52ASvr1r7sAtQAB-8daV-CrzstU,TONNEL Relayer #618,Bronze,Yes,5.0
157,0:614830ed80276d07e57b36c3c00b005f613cd180f1fd1456b472dde16ae5558d,EQBAxgU2h-SQqexYCGWeB829Ejt7EzpsN5AEnemsM9sqrsNJ,TONNEL Relayer #83,Bronze,Yes,5.0
158,0:60adc3523ac7cb59e012eab15a77fe64b0f2dd4735b70c3946a1dee23b443c1c,EQCJfx2fO7mBGJO_IewQIN-hINVVXytG7_PpwoV9DPkva6wl,TONNEL Relayer #628,Bronze,Yes,5.0
159,0:5c511bc7fca1c957a45a46d62239dafe2de9c7b34e0b998fac98bfea70909765,EQAdAUmjmyXKmOF-_hMQUOU_gSbF_7yR2U0gIOTPmKksbbnm,TONNEL Relayer #624,Bronze,Yes,5.0
160,0:58133e9703013f5ac79e407777aebf63bc8197f900f9a910c33e36f4c0244d92,EQDOWc4DWKrpivjLULJh0purohenTbrNGsVaowMYEAZIlcAk,TONNEL Relayer #554,Bronze,Yes,5.0
161,0:91792fe994063de6a83c9d9f9f301172888b179ecf707dfec14d4abea406c726,EQAHrk4MSMykw9FU9aZB8vcIyikWgkiH_ngPOeahpa_UwQ0e,TONNEL Relayer #166,Bronze,Yes,5.0
