,NAME,BATCH,ACTIVE,REP
523,TONNEL Relayer #523,Bronze,No,5.0
524,TONNEL Relayer #524,Bronze,No,5.0
525,TONNEL Relayer #525,Bronze,Yes,5.0
526,TONNEL Relayer #526,Bronze,No,5.0
527,TONNEL Relayer #527,Bronze,Yes,5.0
528,TONNEL Relayer #528,Bronze,No,20.555555555555568
529,TONNEL Relayer #529,Bronze,Yes,5.0
530,TONNEL Relayer #530,Bronze,Yes,160.83333333333334
531,TONNEL Relayer #531,Bronze,Yes,15.0
532,TONNEL Relayer #532,Bronze,No,7.5
533,TONNEL Relayer #533,Bronze,No,5.0
534,TONNEL Relayer #534,Bronze,No,5.0
535,TONNEL Relayer #535,Bronze,No,5.0
536,TONNEL Relayer #536,Bronze,No,5.0
537,TONNEL Relayer #537,Bronze,No,5.0
538,TONNEL Relayer #538,Bronze,No,5.0
539,TONNEL Relayer #539,Bronze,No,8.226190476190476
540,TONNEL Relayer #540,Bronze,No,5.0
541,TONNEL Relayer #541,Bronze,No,43.6904761904762
542,TONNEL Relayer #542,Bronze,Yes,20.555555555555568
543,TONNEL Relayer #543,Bronze,No,5.0
544,TONNEL Relayer #544,Bronze,No,7.857142857142854
545,TONNEL Relayer #545,Bronze,Yes,140.0
546,TONNEL Relayer #546,Bronze,Yes,5.0
547,TONNEL Relayer #547,Bronze,No,6.0
548,TONNEL Relayer #548,Bronze,No,5.0
549,TONNEL Relayer #549,Bronze,Yes,254.8268398268395
550,TONNEL Relayer #550,Bronze,Yes,844.8869047619012
551,TONNEL Relayer #551,Bronze,Yes,25.0
552,TONNEL Relayer #552,Bronze,No,21.493506493506498
553,TONNEL Relayer #553,Bronze,Yes,10.0
554,TONNEL Relayer #554,Bronze,Yes,5.0
555,TONNEL Relayer #555,Bronze,No,20.555555555555568
556,TONNEL Relayer #556,Bronze,No,5.0
557,TONNEL Relayer #557,Bronze,No,6.118233618233618
558,TONNEL Relayer #558,Bronze,No,5.0
559,TONNEL Relayer #559,Bronze,No,5.0
560,TONNEL Relayer #560,Bronze,No,5.0
561,TONNEL Relayer #561,Bronze,No,5.0
562,TONNEL Relayer #562,Bronze,No,5.0
563,TONNEL Relayer #563,Bronze,No,5.0
564,TONNEL Relayer #564,Bronze,No,5.0
565,TONNEL Relayer #565,Bronze,No,5.0
566,TONNEL Relayer #566,Bronze,Yes,5.0
567,TONNEL Relayer #567,Bronze,No,5.0
568,TONNEL Relayer #568,Bronze,No,5.0
569,TONNEL Relayer #569,Bronze,No,16.25
570,TONNEL Relayer #570,Bronze,No,5.0
571,TONNEL Relayer #571,Bronze,No,5.0
572,TONNEL Relayer #572,Bronze,Yes,5.0
573,TONNEL Relayer #573,Bronze,Yes,5.0
574,TONNEL Relayer #574,Bronze,Yes,99.2559523809522
575,TONNEL Relayer #575,Bronze,Yes,505.0
576,TONNEL Relayer #576,Bronze,Yes,5.0
577,TONNEL Relayer #577,Bronze,Yes,5.0
578,TONNEL Relayer #578,Bronze,No,21.493506493506498
579,TONNEL Relayer #579,Bronze,Yes,14.83928571428571
580,TONNEL Relayer #580,Bronze,No,6.0
581,TONNEL Relayer #581,Bronze,No,5.0
582,TONNEL Relayer #582,Bronze,No,27.5
583,TONNEL Relayer #583,Bronze,No,7.285714285714292
584,TONNEL Relayer #584,Bronze,No,5.0
585,TONNEL Relayer #585,Bronze,No,5.0
586,TONNEL Relayer #586,Bronze,Yes,117.5
587,TONNEL Relayer #587,Bronze,No,5.0
588,TONNEL Relayer #588,Bronze,No,5.0
589,TONNEL Relayer #589,Bronze,Yes,32.928571428571445
590,TONNEL Relayer #590,Bronze,Yes,1404.9999999999945
591,TONNEL Relayer #591,Bronze,Yes,76.66666666666667
592,TONNEL Relayer #592,Bronze,Yes,95.0
593,TONNEL Relayer #593,Bronze,Yes,5.0
594,TONNEL Relayer #594,Bronze,Yes,6.118233618233618
595,TONNEL Relayer #595,Bronze,Yes,5.0
596,TONNEL Relayer #596,Bronze,Yes,6.118233618233618
597,TONNEL Relayer #597,Bronze,Yes,5.0
598,TONNEL Relayer #598,Bronze,Yes,5.0
599,TONNEL Relayer #599,Bronze,Yes,7.916666666666667
600,TONNEL Relayer #600,Bronze,Yes,5.0
601,TONNEL Relayer #601,Bronze,Yes,5.0
602,TONNEL Relayer #602,Bronze,No,5.0
603,TONNEL Relayer #603,Bronze,Yes,5.0
604,TONNEL Relayer #604,Bronze,Yes,5.0
605,TONNEL Relayer #605,Bronze,Yes,5.0
606,TONNEL Relayer #606,Bronze,Yes,10.0
607,TONNEL Relayer #607,Bronze,Yes,7.142857142857143
608,TONNEL Relayer #608,Bronze,Yes,68.99999999999991
609,TONNEL Relayer #609,Bronze,Yes,5.0
610,TONNEL Relayer #610,Bronze,Yes,5.0
611,TONNEL Relayer #611,Bronze,Yes,5.0
612,TONNEL Relayer #612,Bronze,Yes,5.0
613,TONNEL Relayer #613,Bronze,No,5.0
614,TONNEL Relayer #614,Bronze,Yes,5.0
615,TONNEL Relayer #615,Bronze,Yes,5.0
616,TONNEL Relayer #616,Bronze,Yes,5.0
617,TONNEL Relayer #617,Bronze,Yes,5.0
618,TONNEL Relayer #618,Bronze,Yes,5.0
619,TONNEL Relayer #619,Bronze,Yes,5.0
620,TONNEL Relayer #620,Bronze,Yes,5.0
621,TONNEL Relayer #621,Bronze,Yes,5.0
622,TONNEL Relayer #622,Bronze,No,5.0
623,TONNEL Relayer #623,Bronze,Yes,5.0
624,TONNEL Relayer #624,Bronze,Yes,5.0
625,TONNEL Relayer #625,Bronze,Yes,35.0
626,TONNEL Relayer #626,Bronze,Yes,5.0
627,TONNEL Relayer #627,Bronze,Yes,7.5
628,TONNEL Relayer #628,Bronze,Yes,5.0
629,TONNEL Relayer #629,Bronze,Yes,5.0
630,TONNEL Relayer #630,Bronze,Yes,9.553571428571429
631,TONNEL Relayer #631,Bronze,Yes,5.0
632,TONNEL Relayer #632,Bronze,Yes,6.118233618233618
633,TONNEL Relayer #633,Bronze,Yes,5.0
634,TONNEL Relayer #634,Bronze,Yes,5.0
635,TONNEL Relayer #635,Bronze,Yes,5.0
636,TONNEL Relayer #636,Bronze,Yes,5.0
637,TONNEL Relayer #637,Bronze,Yes,5.0
638,TONNEL Relayer #638,Bronze,Yes,10.0
639,TONNEL Relayer #639,Bronze,Yes,99.80870980870957
640,TONNEL Relayer #640,Bronze,Yes,5.0
641,TONNEL Relayer #641,Bronze,Yes,5.0
642,TONNEL Relayer #642,Bronze,Yes,5.0
643,TONNEL Relayer #643,Bronze,Yes,5.0
644,TONNEL Relayer #644,Bronze,Yes,48.333333333333314
645,TONNEL Relayer #645,Bronze,Yes,5.0
646,TONNEL Relayer #646,Bronze,Yes,5.0
647,TONNEL Relayer #647,Bronze,Yes,63.3333333333333
648,TONNEL Relayer #648,Bronze,Yes,5.0
649,TONNEL Relayer #649,Bronze,Yes,5.0
650,TONNEL Relayer #650,Bronze,Yes,5.0
651,TONNEL Relayer #651,Bronze,Yes,5.0
652,TONNEL Relayer #652,Bronze,Yes,5.0
653,TONNEL Relayer #653,Bronze,Yes,5.0
654,TONNEL Relayer #654,Bronze,Yes,5.0
655,TONNEL Relayer #655,Bronze,Yes,5.0
656,TONNEL Relayer #656,Bronze,Yes,5.0
657,TONNEL Relayer #657,Bronze,Yes,5.0
658,TONNEL Relayer #658,Bronze,Yes,5.0
659,TONNEL Relayer #659,Bronze,Yes,5.0
660,TONNEL Relayer #660,Bronze,No,5.0
661,TONNEL Relayer #661,Bronze,Yes,148.33333333333334
662,TONNEL Relayer #662,Bronze,Yes,158.75
663,TONNEL Relayer #663,Bronze,Yes,5.0
664,TONNEL Relayer #664,Bronze,No,5.0
665,TONNEL Relayer #665,Bronze,Yes,28.757000000000005
